id,user_id,status,total_price,created_at,phone,delivery_method,payment_method
3914,59,delivered,2770.72,2024-12-20 11:51:00,+7 (319) 307-1728,courier,card
3915,16,paid,3365.23,2025-07-24 14:08:00,+77508412977,pickup,cash
3916,369,canceled,3409.8,2024-11-19 14:00:00,8 (847) 040-09-53,pickup,cash
3917,606,paid,2580.73,2025-01-29 12:30:00,8 472 786 7416,pickup,card
3918,16,paid,1968.08,2024-11-30 20:42:00,8 818 875 4960,pickup,cash
3919,347,delivered,3370.15,2025-04-26 12:10:00,+7 (479) 834-22-46,courier,cash
3920,16,shipped,5325.1,2025-01-26 13:40:00,+7 (519) 437-36-52,pickup,cash
3921,159,paid,3202.8,2025-09-18 12:04:00,84112938074,pickup,cash
3922,630,pending,5851.56,2024-11-23 14:33:00,8 633 901 08 83,pickup,cash
3923,303,delivered,1212.91,2024-10-15 11:03:00,8 526 235 07 82,post,cash
3924,913,delivered,797.56,2025-07-03 21:37:00,8 417 838 16 81,courier,cash
3925,854,canceled,1389.86,2025-03-10 09:18:00,+7 359 213 5772,courier,card
3926,594,paid,5723.1,2025-01-11 18:10:00,+7 853 652 56 86,courier,cash
3927,143,paid,6300.04,2025-04-01 11:34:00,+78743802306,pickup,card
3928,715,paid,1882.92,2025-05-31 13:54:00,+7 (969) 426-1386,pickup,card
3929,16,paid,1622.13,2024-11-07 08:50:00,85501885765,courier,cash
3930,718,paid,9969.31,2025-08-19 16:30:00,8 704 807 5154,pickup,card
3931,16,delivered,1690.17,2025-09-05 12:49:00,+7 (489) 310-3176,courier,card
3932,956,delivered,3767.72,2024-10-04 17:33:00,8 157 454 9945,pickup,cash
3933,16,paid,2057.62,2025-08-27 09:56:00,8 039 726 7482,courier,online
3934,891,canceled,5314.84,2025-05-06 08:41:00,8 (521) 863-30-49,pickup,card
3935,863,paid,3692.56,2025-06-11 21:43:00,8 927 893 65 08,pickup,card
3936,880,paid,3077.19,2024-10-27 13:19:00,8 036 474 9357,courier,cash
3937,16,paid,5339.41,2025-06-04 08:53:00,8 (645) 749-9605,pickup,cash
3938,16,paid,8548.14,2025-09-27 15:23:00,+7 (231) 186-2648,pickup,cash
3939,971,delivered,4311.76,2025-08-22 10:33:00,8 (031) 823-39-51,pickup,online
3940,785,canceled,4505.7,2024-10-02 20:00:00,8 019 776 1925,pickup,online
3941,127,delivered,1602.56,2025-05-12 20:41:00,8 056 822 5342,courier,card
3942,271,shipped,3730.98,2024-09-15 08:18:00,8 (128) 585-0844,courier,cash
3943,52,paid,5860.54,2025-07-25 17:45:00,+72895274338,courier,card
3944,16,paid,544.3,2025-07-10 18:18:00,+7 117 070 6160,courier,card
3945,900,delivered,1729.44,2025-04-24 09:52:00,8 171 373 2820,courier,cash
3946,208,paid,1322.44,2025-03-26 19:00:00,8 161 051 3408,pickup,cash
3947,295,paid,830.2,2025-03-20 14:46:00,+7 (344) 806-3243,courier,cash
3948,527,paid,2188.74,2025-04-22 17:04:00,+7 (366) 942-0106,pickup,cash
3949,503,paid,2297.88,2025-07-01 14:33:00,+7 387 803 39 68,pickup,cash
3950,250,canceled,6735.46,2025-03-22 14:34:00,8 (269) 326-7726,pickup,online
3951,911,paid,1457.45,2024-10-11 14:56:00,+7 873 238 0848,pickup,card
3952,16,paid,3722.5,2025-06-15 14:33:00,+7 (542) 245-37-39,post,online
3953,16,pending,937.39,2025-02-19 18:16:00,+78903186736,post,cash
3954,659,paid,3301.8,2024-11-22 21:00:00,80226806607,courier,card
3955,675,paid,5367.07,2025-06-11 13:37:00,+7 490 164 19 26,pickup,card
3956,123,paid,5662.41,2024-10-19 20:00:00,+7 (197) 810-48-22,pickup,online
3957,480,paid,2378.58,2025-04-17 16:25:00,+70137328211,pickup,cash
3958,1007,pending,6234.03,2025-05-14 17:07:00,8 (453) 550-83-04,courier,card
3959,690,paid,4624.88,2025-05-21 19:53:00,+76008896865,pickup,card
3960,464,paid,4989.18,2025-09-12 08:13:00,+7 (313) 562-0595,pickup,card
3961,388,paid,8657.28,2025-05-16 10:19:00,+7 668 187 56 25,pickup,cash
3962,622,canceled,8053.48,2025-04-16 09:13:00,+7 745 985 72 88,post,online
3963,163,delivered,1871.21,2024-09-27 12:39:00,+7 (414) 592-33-46,pickup,cash
3964,462,paid,2491.98,2025-05-28 21:41:00,+7 (211) 303-60-16,courier,cash
3965,284,delivered,3577.68,2025-06-15 21:52:00,8 197 853 4107,post,card
3966,810,paid,960.93,2025-08-21 14:34:00,+7 (696) 403-0949,pickup,online
3967,249,paid,7466.55,2025-01-07 10:04:00,86330077177,courier,cash
3968,16,paid,1105.1,2025-03-11 21:32:00,8 (091) 120-4713,pickup,online
3969,725,delivered,2291.25,2024-11-17 13:02:00,+71560447539,courier,cash
3970,756,paid,4790.58,2025-04-18 13:12:00,8 (449) 647-61-31,courier,online
3971,993,pending,2839.64,2025-03-23 17:27:00,+7 779 458 66 41,courier,card
3972,50,paid,7171.4,2025-04-23 13:01:00,+7 (863) 332-0540,pickup,online
3973,45,paid,7458.36,2025-05-27 17:28:00,+7 (358) 174-5806,post,cash
3974,849,paid,286.84,2025-08-05 09:33:00,+7 (671) 935-62-65,pickup,cash
3975,894,paid,8158.5,2024-09-12 15:54:00,83763854995,pickup,online
3976,691,paid,6014.72,2025-06-19 14:32:00,+7 (486) 228-35-18,pickup,card
3977,190,paid,3328.41,2025-08-27 14:58:00,+7 006 572 28 52,pickup,card
3978,690,paid,940.28,2025-01-23 18:11:00,8 947 946 2114,pickup,card
3979,976,shipped,2085.38,2025-06-21 09:43:00,8 (160) 296-40-51,pickup,card
3980,984,paid,6526.85,2024-11-15 16:03:00,8 110 932 8070,courier,cash
3981,16,paid,4837.08,2025-07-05 21:33:00,+7 718 913 89 05,courier,cash
3982,721,canceled,4252.53,2025-08-24 14:52:00,+7 (501) 373-74-76,pickup,cash
3983,343,paid,1906.98,2024-09-19 18:33:00,8 (698) 906-0351,pickup,online
3984,16,paid,3887.98,2025-05-25 12:02:00,8 702 724 1995,pickup,cash
3985,16,delivered,1172.55,2025-04-07 17:54:00,8 (029) 892-59-39,pickup,card
3986,876,paid,3214.0,2024-12-29 19:26:00,8 (874) 805-0365,pickup,online
3987,16,shipped,4169.3,2025-02-09 21:37:00,80733911272,courier,cash
3988,174,paid,1409.67,2025-01-02 20:57:00,+7 615 223 91 77,pickup,card
3989,730,paid,721.97,2025-09-08 21:35:00,+7 (863) 976-93-38,pickup,cash
3990,487,delivered,1637.31,2025-01-29 09:24:00,83272433723,pickup,cash
3991,205,paid,2437.03,2024-10-09 20:41:00,+7 962 259 42 77,pickup,cash
3992,16,shipped,8087.33,2025-03-02 15:36:00,85153386974,post,card
3993,821,paid,6220.74,2025-03-16 13:14:00,8 (112) 229-5958,pickup,online
3994,680,shipped,1227.08,2025-02-20 19:51:00,8 583 829 9934,post,card
3995,502,delivered,1179.24,2025-06-30 09:10:00,+7 825 753 99 79,pickup,card
3996,815,paid,1709.0,2024-12-23 18:05:00,+7 (804) 736-87-42,courier,cash
3997,856,delivered,633.83,2024-12-04 11:53:00,82269554878,pickup,card
3998,123,paid,1290.96,2025-05-07 10:11:00,+7 683 187 9792,pickup,card
3999,1000,paid,3274.54,2025-03-22 18:45:00,+7 318 842 04 10,courier,online
4000,16,canceled,3615.96,2025-05-10 15:11:00,8 910 413 16 71,courier,cash
4001,311,paid,7608.7,2025-01-29 08:06:00,+76794480739,pickup,cash
4002,973,delivered,3554.08,2025-05-18 09:13:00,8 600 599 0677,courier,cash
4003,332,paid,3506.12,2025-01-08 14:41:00,+7 (676) 891-8663,courier,online
4004,826,delivered,3411.57,2025-09-21 18:43:00,+7 836 566 18 78,pickup,card
4005,212,shipped,1635.52,2025-01-26 17:58:00,+7 343 204 80 31,pickup,online
4006,934,paid,3710.9,2025-02-23 08:12:00,+73360994507,pickup,online
4007,273,paid,4049.5,2025-08-29 15:43:00,8 (425) 468-1161,pickup,card
4008,289,paid,705.68,2025-06-10 14:36:00,+7 813 215 4370,pickup,online
4009,626,paid,280.79,2025-03-03 21:41:00,8 562 785 6791,pickup,card
4010,565,delivered,985.5,2025-09-01 20:56:00,8 474 190 3191,pickup,online
4011,756,paid,1652.7,2024-09-19 15:40:00,8 (287) 760-6819,pickup,cash
4012,16,pending,5082.07,2024-11-01 14:29:00,+7 (719) 888-61-55,pickup,cash
4013,16,delivered,4276.94,2025-07-28 12:07:00,+78094502789,pickup,cash
4014,39,paid,4244.57,2025-05-27 16:19:00,8 (071) 301-20-87,pickup,cash
4015,293,paid,2877.73,2025-02-26 15:45:00,8 015 368 5129,pickup,cash
4016,425,delivered,2752.27,2025-08-27 17:00:00,8 071 126 13 74,pickup,online
4017,191,paid,4946.37,2025-09-09 18:31:00,8 685 657 6596,pickup,card
4018,27,paid,3773.96,2025-08-19 20:36:00,8 881 899 3638,pickup,card
4019,333,paid,4703.39,2024-12-09 10:30:00,8 285 324 91 08,pickup,cash
4020,464,delivered,4583.0,2025-06-18 08:58:00,+7 541 999 3372,courier,cash
4021,528,paid,3124.09,2025-07-13 12:43:00,+7 (661) 949-86-09,courier,cash
4022,213,shipped,1339.88,2025-05-27 19:52:00,8 (369) 580-3535,courier,card
4023,555,paid,4092.69,2025-06-05 12:03:00,+7 (117) 403-63-76,pickup,cash
4024,16,shipped,2226.38,2025-06-17 18:05:00,8 (618) 765-31-94,pickup,cash
4025,826,paid,7216.52,2025-01-16 08:46:00,+7 951 673 15 39,pickup,card
4026,608,paid,2775.8,2025-01-14 13:14:00,+78718492546,pickup,online
4027,316,paid,1413.08,2025-04-23 19:02:00,+72383687587,pickup,cash
4028,587,shipped,2944.26,2025-06-02 19:09:00,8 736 923 65 23,pickup,cash
4029,902,paid,1372.74,2025-03-10 17:40:00,87402705562,pickup,card
4030,277,paid,4900.56,2025-09-03 11:56:00,+7 355 055 3997,courier,cash
4031,386,paid,1125.38,2025-02-03 08:09:00,8 963 410 4189,pickup,cash
4032,268,paid,5236.5,2025-06-22 15:00:00,8 (596) 933-97-70,pickup,cash
4033,295,shipped,962.47,2025-07-08 12:22:00,8 953 849 53 23,pickup,cash
4034,883,paid,3054.33,2025-03-17 12:45:00,8 213 469 2044,pickup,online
4035,614,shipped,6845.23,2024-09-19 19:35:00,+7 (884) 499-30-39,pickup,card
4036,192,paid,820.85,2025-02-03 21:49:00,8 398 578 0017,pickup,card
4037,375,paid,1605.68,2025-05-03 16:12:00,+7 685 839 1846,courier,cash
4038,991,paid,1854.8,2025-02-21 17:36:00,8 829 962 09 33,courier,cash
4039,540,paid,2302.07,2025-02-10 10:09:00,8 287 587 0805,pickup,cash
4040,877,paid,6018.7,2025-05-14 21:45:00,8 894 848 56 19,pickup,card
4041,385,delivered,1217.24,2025-07-30 13:49:00,+7 279 473 4331,post,cash
4042,559,delivered,2764.08,2025-04-06 15:46:00,8 218 636 5785,pickup,cash
4043,234,paid,1369.99,2024-11-10 19:03:00,+7 160 864 5269,pickup,online
4044,513,paid,5593.62,2024-11-25 20:53:00,+7 (794) 737-8924,pickup,cash
4045,600,paid,2774.95,2025-04-22 13:39:00,+7 241 981 0026,pickup,cash
4046,826,delivered,119.74,2025-04-24 14:09:00,+7 (959) 139-0596,pickup,card
4047,16,paid,2101.64,2024-11-23 15:05:00,+70525684968,pickup,cash
4048,467,delivered,5082.92,2025-07-11 11:37:00,+76790198289,pickup,cash
4049,907,shipped,1819.19,2024-09-04 14:57:00,8 297 139 8495,courier,online
4050,431,paid,3910.72,2025-05-26 10:20:00,8 (735) 399-53-80,pickup,cash
4051,268,paid,5929.59,2024-11-06 20:11:00,8 (887) 381-26-56,pickup,cash
4052,577,shipped,6509.29,2025-08-19 21:48:00,86009620753,pickup,card
4053,502,delivered,3979.39,2025-03-27 18:56:00,+73449441178,courier,cash
4054,931,shipped,5530.59,2024-12-30 20:10:00,8 907 096 37 00,pickup,cash
4055,16,paid,5231.01,2025-09-14 09:43:00,+7 (339) 388-5228,pickup,cash
4056,754,paid,6322.38,2024-12-24 11:46:00,+7 (811) 491-47-24,pickup,online
4057,399,paid,3739.48,2024-12-15 11:51:00,+7 196 023 19 80,pickup,cash
4058,16,delivered,7808.4,2025-06-08 08:22:00,+7 127 194 7748,courier,cash
4059,853,paid,2310.58,2025-08-13 10:41:00,+7 (614) 249-56-31,pickup,card
4060,1011,paid,4752.43,2025-02-26 10:43:00,88036156296,post,online
4061,561,paid,5391.53,2025-01-07 19:22:00,8 (200) 045-0749,pickup,card
4062,186,paid,6198.78,2025-03-16 09:13:00,85251287584,pickup,online
4063,969,paid,3214.54,2025-03-06 17:50:00,+7 594 425 27 36,courier,card
4064,308,delivered,3563.83,2025-07-05 08:28:00,8 (224) 134-5830,post,card
4065,336,paid,5406.72,2025-01-17 21:36:00,+76676448413,pickup,card
4066,730,paid,1883.88,2024-12-15 16:21:00,8 748 739 11 93,courier,card
4067,736,delivered,2637.84,2024-12-12 16:31:00,8 633 224 70 04,pickup,cash
4068,154,paid,2781.84,2024-10-20 20:06:00,+73690635200,courier,cash
4069,683,paid,2458.48,2024-10-01 20:28:00,+7 (174) 128-1640,pickup,card
4070,613,paid,4386.36,2025-04-12 08:06:00,8 139 618 88 30,courier,online
4071,282,paid,4211.76,2025-08-27 16:17:00,+7 224 691 29 52,pickup,card
4072,93,paid,9053.88,2025-03-31 17:58:00,+7 328 398 9910,pickup,card
4073,383,paid,1730.94,2025-04-06 14:45:00,+7 824 918 45 88,pickup,card
4074,270,paid,4264.41,2025-03-09 16:42:00,8 (920) 893-88-29,courier,cash
4075,805,paid,1532.96,2024-09-18 15:45:00,8 (370) 590-86-99,pickup,cash
4076,16,canceled,1066.9,2025-07-12 08:27:00,+7 (646) 824-96-85,pickup,cash
4077,465,paid,6190.61,2025-01-05 19:41:00,+7 (993) 457-0002,pickup,cash
4078,745,pending,6228.48,2025-07-13 14:53:00,8 787 486 9069,pickup,cash
4079,730,paid,4693.4,2024-11-07 14:38:00,+7 (867) 555-9299,pickup,cash
4080,674,delivered,3190.21,2025-08-07 13:32:00,+74698537376,pickup,cash
4081,515,canceled,2936.9,2025-02-27 09:25:00,+7 258 083 5945,post,cash
4082,257,paid,4081.24,2025-05-04 13:42:00,82910448018,pickup,online
4083,767,paid,3372.18,2025-04-18 20:15:00,8 (048) 837-22-19,pickup,card
4084,415,delivered,4430.64,2025-06-22 15:20:00,8 (421) 768-50-30,pickup,cash
4085,934,delivered,1747.36,2025-02-24 17:04:00,8 (612) 710-22-85,pickup,cash
4086,83,shipped,3306.46,2024-10-21 18:43:00,+7 859 854 14 21,post,online
4087,553,delivered,4050.56,2025-04-11 09:29:00,+7 584 163 25 97,post,online
4088,928,paid,6825.41,2025-08-30 19:16:00,+7 (181) 803-72-16,courier,cash
4089,663,paid,1986.92,2025-02-21 13:42:00,+7 (227) 803-0931,pickup,online
4090,100,paid,3552.99,2024-10-25 12:29:00,8 251 202 96 55,courier,cash
4091,438,pending,6787.93,2025-02-18 21:49:00,8 (893) 313-6056,courier,cash
4092,572,paid,2498.61,2024-09-16 21:05:00,80264207744,courier,cash
4093,177,paid,4321.36,2025-09-06 13:25:00,8 (960) 680-74-40,courier,cash
4094,516,paid,1324.12,2024-10-07 13:23:00,8 (935) 218-4862,pickup,card
4095,542,canceled,1330.53,2025-08-02 12:18:00,+7 850 985 72 55,post,cash
4096,104,paid,4690.16,2025-03-03 21:03:00,+7 730 504 90 80,pickup,card
4097,16,paid,2089.98,2025-05-04 09:25:00,+7 571 508 54 90,pickup,card
4098,184,paid,4064.95,2025-06-28 13:45:00,8 521 667 5719,pickup,online
4099,299,paid,4329.81,2025-04-10 19:11:00,+7 (434) 648-88-86,pickup,online
4100,16,paid,7045.44,2025-03-26 14:54:00,+79844735007,courier,cash
4101,672,paid,2679.65,2024-12-29 14:54:00,8 060 147 7935,pickup,card
4102,300,delivered,6725.74,2025-03-12 16:03:00,8 596 237 5122,pickup,cash
4103,92,delivered,2475.88,2024-09-30 11:31:00,80510655851,pickup,cash
4104,706,paid,3515.77,2025-09-18 19:33:00,+76427310862,pickup,cash
4105,527,paid,956.46,2024-10-06 20:34:00,8 (830) 955-98-82,courier,cash
4106,608,paid,3662.24,2024-10-15 10:00:00,8 795 072 55 43,pickup,online
4107,883,paid,8170.6,2024-11-27 11:11:00,8 711 883 66 46,courier,online
4108,16,paid,5855.87,2025-08-24 16:36:00,89069921923,pickup,card
4109,964,pending,6339.43,2025-01-03 11:12:00,+7 (459) 766-8140,courier,card
4110,265,paid,10328.73,2024-10-10 10:49:00,8 328 647 77 78,courier,cash
4111,910,paid,6976.41,2025-01-23 19:21:00,8 (742) 434-2894,post,cash
4112,904,paid,5595.46,2025-06-08 11:39:00,+7 (405) 737-61-75,pickup,cash
4113,333,paid,2868.81,2025-02-01 18:00:00,+7 (568) 673-1351,pickup,cash
4114,84,shipped,3477.92,2024-12-26 11:40:00,8 326 342 4442,pickup,cash
4115,220,paid,2247.68,2025-04-28 16:11:00,+74994308531,courier,cash
4116,16,shipped,5580.52,2024-09-26 11:44:00,84601599027,pickup,cash
4117,962,shipped,4283.3,2025-07-21 19:40:00,8 793 848 4762,pickup,online
4118,846,delivered,11007.4,2024-12-25 13:07:00,8 911 709 29 24,courier,cash
4119,880,shipped,6575.29,2025-03-09 21:56:00,8 473 133 47 19,pickup,cash
4120,411,paid,4714.53,2025-02-10 10:19:00,+77689020793,pickup,cash
4121,239,paid,3553.83,2025-09-18 15:23:00,8 (006) 179-38-16,courier,card
4122,16,paid,5297.85,2025-03-04 19:19:00,8 (399) 999-82-21,pickup,cash
4123,247,paid,3325.6,2025-04-07 08:18:00,8 (923) 057-5063,pickup,cash
4124,470,paid,8567.03,2025-09-15 17:02:00,+7 111 833 4799,pickup,cash
4125,334,paid,4417.61,2024-12-16 15:08:00,81179217345,courier,online
4126,793,paid,3861.22,2025-04-03 12:24:00,+7 238 528 02 63,courier,cash
4127,909,paid,3269.97,2025-08-18 11:23:00,+75277352079,courier,cash
4128,691,delivered,6042.32,2024-12-02 20:57:00,+7 159 242 0292,courier,card
4129,992,paid,2205.3,2025-06-16 08:51:00,8 208 534 1770,pickup,cash
4130,223,paid,1142.96,2025-06-06 14:57:00,+7 (016) 343-3995,pickup,card
4131,464,paid,7798.3,2025-02-07 09:54:00,+7 766 851 85 99,courier,card
4132,203,delivered,6083.19,2024-11-08 16:45:00,8 481 639 09 62,post,card
4133,945,paid,2843.36,2025-02-12 08:28:00,8 584 216 8756,pickup,card
4134,694,delivered,6881.38,2025-07-21 18:22:00,8 063 106 0573,pickup,card
4135,95,paid,2353.61,2024-10-12 08:02:00,+7 (369) 259-2376,pickup,cash
4136,564,delivered,388.39,2025-08-06 21:58:00,+70162046051,courier,online
4137,752,paid,1458.51,2025-04-21 11:19:00,+7 962 389 79 44,pickup,cash
4138,452,paid,5030.05,2025-01-06 13:58:00,8 (162) 488-3353,courier,online
4139,182,canceled,967.44,2025-06-25 11:27:00,+78313526045,pickup,online
4140,763,paid,2663.56,2025-05-09 11:27:00,+76285464970,pickup,card
4141,887,paid,1904.96,2025-01-20 18:24:00,+7 517 036 94 13,post,card
4142,798,shipped,1812.81,2025-05-12 17:16:00,+7 (620) 266-82-21,courier,card
4143,521,delivered,2458.71,2025-04-30 17:40:00,+7 (345) 620-49-24,courier,cash
4144,131,paid,4846.39,2025-04-26 12:18:00,8 (599) 763-71-38,courier,cash
4145,617,paid,8113.74,2025-02-19 10:21:00,8 697 039 8061,post,cash
4146,16,paid,4244.38,2025-06-12 13:05:00,8 (906) 612-80-13,pickup,cash
4147,523,delivered,4514.87,2025-05-25 19:19:00,8 (849) 631-6035,courier,online
4148,743,paid,106.93,2025-06-08 09:36:00,8 (341) 568-4632,pickup,card
4149,765,paid,2351.28,2025-04-01 08:22:00,+7 (531) 658-4901,pickup,online
4150,897,paid,3828.98,2025-01-23 18:54:00,+7 930 294 78 60,pickup,cash
4151,88,shipped,8018.95,2024-09-21 15:40:00,+7 (356) 674-5542,courier,card
4152,456,paid,1850.2,2025-01-25 21:54:00,+7 416 469 39 87,pickup,cash
4153,16,delivered,2221.82,2025-09-25 12:25:00,+7 497 266 47 55,pickup,cash
4154,16,paid,1171.2,2025-02-27 12:01:00,+7 972 216 41 72,pickup,cash
4155,16,paid,1301.8,2025-03-26 09:30:00,8 536 525 26 36,courier,cash
4156,912,paid,4813.0,2024-11-14 09:39:00,85086390566,courier,online
4157,417,delivered,1282.08,2024-12-04 17:09:00,+7 908 194 4913,pickup,online
4158,200,paid,2413.86,2024-11-09 14:47:00,8 922 235 02 90,pickup,cash
4159,855,canceled,3333.24,2025-05-03 09:15:00,+7 260 953 02 42,post,cash
4160,778,canceled,2866.4,2024-11-18 18:33:00,+7 (334) 395-0838,courier,online
4161,107,paid,1742.96,2025-03-22 12:07:00,8 248 063 73 54,pickup,cash
4162,443,shipped,3504.37,2025-03-03 20:01:00,8 229 517 07 34,pickup,online
4163,271,paid,7860.65,2024-12-08 17:57:00,+7 (302) 532-9696,post,online
4164,1007,paid,1769.04,2024-09-05 18:23:00,8 184 871 4796,pickup,cash
4165,57,delivered,3460.66,2025-02-08 10:31:00,81281963078,pickup,cash
4166,449,shipped,3120.71,2025-09-16 21:33:00,8 (762) 040-8118,post,cash
4167,861,paid,8820.35,2025-02-01 09:41:00,8 433 757 7168,pickup,cash
4168,57,paid,4572.4,2025-06-15 08:25:00,8 533 588 37 36,pickup,online
4169,405,canceled,6053.3,2025-06-04 14:55:00,+7 801 551 1573,courier,card
4170,964,paid,4320.39,2025-01-29 17:31:00,+79711511606,courier,card
4171,605,paid,8924.28,2025-08-03 15:15:00,+7 565 459 99 60,pickup,online
4172,188,paid,1741.12,2024-10-02 11:13:00,8 (968) 770-2412,pickup,cash
4173,16,paid,3383.85,2024-10-29 14:50:00,+7 255 337 40 11,pickup,cash
4174,183,pending,1894.83,2025-01-02 19:03:00,8 253 402 43 12,pickup,cash
4175,16,paid,3567.53,2025-05-15 08:31:00,+7 923 094 46 74,courier,cash
4176,16,delivered,476.04,2025-05-14 14:32:00,8 702 625 7853,pickup,online
4177,452,paid,4071.2,2025-02-07 20:39:00,+7 347 181 28 34,pickup,cash
4178,219,paid,5256.99,2025-09-02 13:00:00,8 540 915 0999,courier,card
4179,565,paid,2605.97,2025-06-18 17:25:00,86204049464,pickup,cash
4180,836,paid,5729.51,2024-09-23 15:40:00,84738231632,courier,card
4181,16,delivered,6412.05,2025-05-14 14:38:00,8 795 367 86 11,pickup,card
4182,16,canceled,3114.85,2025-06-21 21:37:00,8 009 344 1540,courier,cash
4183,82,delivered,2893.3,2025-03-23 11:49:00,+77399114443,pickup,cash
4184,850,delivered,4846.66,2025-07-01 11:12:00,+7 (806) 701-63-96,pickup,online
4185,456,delivered,3194.27,2025-01-23 11:46:00,8 (468) 449-9766,courier,online
4186,112,paid,1480.22,2025-02-17 18:21:00,8 199 018 4520,pickup,cash
4187,576,paid,4832.62,2025-05-21 14:58:00,+70350324288,post,online
4188,735,paid,5641.7,2025-01-24 09:05:00,+7 454 093 1953,pickup,card
4189,538,shipped,1545.65,2025-06-28 15:32:00,+76070620733,pickup,cash
4190,615,paid,1890.0,2025-01-30 14:42:00,8 434 920 13 88,post,card
4191,107,paid,740.91,2025-07-05 20:56:00,8 (607) 930-75-05,pickup,card
4192,16,delivered,5175.06,2024-10-08 20:49:00,8 470 331 40 42,pickup,cash
4193,730,paid,8098.94,2025-06-25 15:29:00,8 (805) 753-91-98,pickup,card
4194,930,delivered,1230.03,2024-11-25 17:18:00,8 (282) 961-4733,courier,cash
4195,413,paid,5467.98,2024-11-12 19:49:00,+7 (847) 637-2725,pickup,cash
4196,881,paid,3691.76,2025-02-18 19:20:00,87688450530,pickup,cash
4197,595,paid,2733.19,2025-03-24 11:03:00,8 (692) 383-2969,pickup,card
4198,16,shipped,4761.8,2025-05-09 13:42:00,+7 (883) 735-0517,pickup,online
4199,16,paid,634.82,2025-02-09 14:35:00,+7 242 061 1111,courier,cash
4200,228,paid,2303.88,2025-08-24 13:07:00,+7 800 396 17 35,post,cash
4201,513,paid,3470.62,2025-01-07 21:18:00,+7 362 358 68 13,pickup,online
4202,332,paid,251.75,2025-03-06 11:44:00,8 651 944 95 90,pickup,cash
4203,587,paid,7593.28,2025-06-04 09:31:00,+7 743 667 01 24,pickup,cash
4204,568,paid,8427.41,2025-01-05 10:05:00,8 (493) 723-7651,pickup,online
4205,749,delivered,467.45,2025-04-14 10:21:00,8 739 717 58 52,pickup,card
4206,690,paid,3592.33,2024-11-20 11:28:00,+7 995 753 89 49,pickup,cash
4207,446,paid,6705.56,2025-04-10 10:57:00,8 518 656 5263,post,cash
4208,217,delivered,4422.44,2025-09-19 12:51:00,8 (835) 815-76-27,pickup,cash
4209,963,paid,1502.15,2024-12-22 08:06:00,8 549 537 03 46,pickup,cash
4210,310,paid,5857.37,2024-09-05 21:20:00,+71051999607,courier,card
4211,16,delivered,5536.33,2025-04-03 09:53:00,8 (237) 117-70-58,post,card
4212,605,paid,5474.71,2025-07-14 10:44:00,+7 (888) 048-2629,pickup,online
4213,149,delivered,4328.52,2025-08-06 16:43:00,8 (087) 085-1873,courier,online
4214,220,paid,3942.18,2025-02-16 13:37:00,8 846 622 5462,courier,card
4215,146,paid,2390.54,2025-06-07 20:02:00,8 818 632 07 09,pickup,card
4216,273,paid,7052.82,2025-06-15 18:21:00,+7 (441) 273-2182,courier,cash
4217,952,paid,7015.68,2025-02-04 12:17:00,+7 (796) 445-45-98,courier,card
4218,16,paid,4739.77,2024-12-31 08:24:00,8 (509) 560-5363,pickup,card
4219,16,paid,3633.8,2025-08-18 17:53:00,87523442680,courier,online
4220,132,delivered,2269.27,2024-10-06 20:19:00,8 108 822 6978,pickup,cash
4221,591,paid,9495.08,2024-12-18 17:18:00,+7 067 528 72 62,pickup,cash
4222,606,paid,8061.52,2025-04-10 14:05:00,86418217904,courier,card
4223,162,shipped,6965.89,2025-09-14 08:56:00,+73689971280,courier,cash
4224,133,canceled,7994.17,2025-03-10 21:02:00,+75452919230,pickup,card
4225,16,delivered,3040.72,2025-03-26 14:39:00,+7 141 146 3479,courier,cash
4226,777,paid,3497.98,2025-01-11 21:24:00,+7 (304) 089-98-08,pickup,cash
4227,16,paid,4254.78,2025-02-24 21:25:00,86025464020,courier,cash
4228,765,paid,1100.46,2024-09-11 21:11:00,+7 552 618 95 11,courier,cash
4229,960,paid,5269.86,2024-10-01 14:53:00,8 416 153 4116,courier,card
4230,462,delivered,4318.38,2024-09-06 10:43:00,8 (197) 040-0400,pickup,card
4231,16,paid,4071.75,2024-09-27 21:25:00,+7 (861) 723-39-90,pickup,cash
4232,16,paid,9877.65,2024-10-17 13:33:00,8 320 287 3255,pickup,cash
4233,16,paid,3569.32,2025-04-22 17:58:00,8 (747) 677-5923,courier,cash
4234,612,delivered,4687.86,2024-09-02 09:34:00,8 286 482 83 77,post,cash
4235,179,delivered,6989.79,2025-01-03 18:10:00,+7 (993) 468-6115,courier,cash
4236,16,paid,2524.2,2025-06-18 17:21:00,8 (452) 660-2002,courier,card
4237,250,pending,2875.29,2024-10-08 12:34:00,8 287 097 07 29,pickup,cash
4238,750,delivered,4873.25,2024-10-19 19:42:00,+7 (148) 122-9161,pickup,online
4239,16,delivered,4351.65,2025-07-28 09:16:00,+7 575 375 4730,courier,online
4240,224,delivered,127.48,2025-05-26 10:09:00,8 248 068 4153,post,cash
4241,507,paid,5917.2,2025-09-14 15:37:00,+7 148 692 58 93,pickup,cash
4242,19,delivered,4160.18,2024-09-02 14:58:00,8 157 076 34 33,pickup,cash
4243,211,paid,2583.47,2025-06-03 12:06:00,+7 (235) 420-97-87,pickup,cash
4244,904,paid,7379.41,2025-04-11 12:02:00,+7 626 672 66 93,pickup,card
